"NAME","SERVICE_DESC","CONT1","CONT2","CONT3","CONT4","CONT5","CONT6","E","EURL"
"進用身心障礙者獎勵金申請","鼓勵私立單位超額進用身心障礙者
申請對象：本市私立進用身心障礙者單位(5人以上之私立學校、團體、公司)","主辦單位：新北市政府勞工局/身障就業輔導科
承辦人員：黃似金
聯絡電話：(02)29603456 分機 6321
傳真：(02)29506856","1.申請書
2.身心障礙員工薪資表
3.領據
4.身心障礙員工薪資證明文件。
5.非設籍本市身心障礙員工之身心障礙手冊或證明影本(影本請註明「與正本相符」字樣)。
6.申請機構受款帳戶存摺封面影本(影本請註明「與正本相符」字樣)。","郵寄","電匯","18天
每年3、6、9及12月之15日統一撥款","","1","http://civic.ntpc.gov.tw/DocLibCivic/DA_06_EService.aspx?docid=&suid=013042"
"進用身心障礙者獎勵金申請","鼓勵私立單位超額進用身心障礙者
申請對象：本市私立進用身心障礙者單位(5人以上之私立學校、團體、公司)","主辦單位：新北市政府勞工局/身障就業輔導科
承辦人員：黃似金
聯絡電話：(02)29603456 分機 6321
傳真：(02)29506856","1.申請書
2.身心障礙員工薪資表
3.領據
4.身心障礙員工薪資證明文件。
5.非設籍本市身心障礙員工之身心障礙手冊或證明影本(影本請註明「與正本相符」字樣)。
6.申請機構受款帳戶存摺封面影本(影本請註明「與正本相符」字樣)。","郵寄","電匯","18天
每年3、6、9及12月之15日統一撥款","","1","http://civic.ntpc.gov.tw/DocLibCivic/DA_06_EService.aspx?docid=&suid=013042"
"進用身心障礙者獎勵金申請","鼓勵私立單位超額進用身心障礙者
申請對象：本市私立進用身心障礙者單位(5人以上之私立學校、團體、公司)","主辦單位：新北市政府勞工局/身障就業輔導科
承辦人員：黃似金
聯絡電話：本市境內1999、(02)29603456 分機 6321
傳真：(02)29506856","1.申請書
2.身心障礙員工薪資表
3.領據
4.身心障礙員工薪資證明文件。
5.非設籍本市身心障礙員工之身心障礙手冊或證明影本(影本請註明「與正本相符」字樣)。
6.申請機構受款帳戶存摺封面影本(影本請註明「與正本相符」字樣)。","申請方式：郵寄","交付方式：電匯","18天
每年3、6、9及12月之15日統一撥款","繳付與否：免費申請","1","http://civic.ntpc.gov.tw/DocLibCivic/DA_06_EService.aspx?docid=&suid=013042"
"進用身心障礙者獎勵金申請","鼓勵私立單位超額進用身心障礙者
申請對象：本市私立進用身心障礙者單位(5人以上之私立學校、團體、公司)","主辦單位：新北市政府勞工局/身障就業輔導科
承辦人員：黃似金
聯絡電話：(02)29603456 分機 6321
傳真：(02)29506856","1.申請書
2.身心障礙員工薪資表
3.領據
4.身心障礙員工薪資證明文件。
5.非設籍本市身心障礙員工之身心障礙手冊或證明影本(影本請註明「與正本相符」字樣)。
6.申請機構受款帳戶存摺封面影本(影本請註明「與正本相符」字樣)。","申請方式：郵寄","交付方式：電匯","18天
每年3、6、9及12月之15日統一撥款","繳付與否：免費申請","1","http://civic.ntpc.gov.tw/DocLibCivic/DA_06_EService.aspx?docid=&suid=013042"
"飲酒減量醫療戒治服務計畫","具戒酒意願之新北市民眾。
","承辦人員:心理衛生及長期照顧科陳俐臻
連絡電話:(02)22577155分機2852
","1.健保IC卡。","臨櫃、電話","無","全年受理","部分中央補助(106年衛生福利部補助79萬元)","0",""
"敬老、愛心及愛心陪伴悠遊卡","一、服務說明：為提供老人及身心障礙者更快速，更便利的交通服務，並免除其攜帶零錢的困擾，促進其參與社會的機會。
二、申請對象：設籍本市年滿65歲以上之長者或持有身心障礙手冊之市民,經審核通過，每人每月提供60乘次免費搭乘新北市、台北市聯營公車及半價搭乘捷運補助。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999、(02)2960-3456轉3732
傳真：(02)2965-0149","申請人應自行檢附之文件：
一、敬老卡：
(ㄧ)敬老卡、愛心卡、愛心陪伴卡申請表。
(二)身分證正反面影本1份。
(三)最近3個月內1吋彩色正面脫帽照片2張。
二、愛心卡：
(ㄧ)敬老卡、愛心卡、愛心陪伴卡申表。
(二)最近3個月內1吋彩色正面脫帽照片2張。
三、愛心陪伴卡：
(一)敬老卡、愛心卡、愛心陪伴卡申請表。
(二)與愛心卡申請人相同之最近3個月內1吋彩色正面脫帽照片1張。


系統代為查調，申請人免自行檢附之文件：
*身心障礙手冊或證明(需以身分證字號代為查調)。","新北市各區公所臨櫃或郵寄辦理。","由公所郵寄或自領，由公所視申請人需求而定。","計18天(區公所暨悠遊卡公司：18天)","繳付與否：製卡費:1、初次申請由市府負擔。 2、補發申請由申請人自行負擔，新臺幣100元。","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022035"
"敬老、愛心及愛心陪伴悠遊卡","一、服務說明：為提供老人及身心障礙者更快速，更便利的交通服務，並免除其攜帶零錢的困擾，促進其參與社會的機會。
二、申請對象：設籍本市年滿65歲以上之長者或持有身心障礙手冊之市民,經審核通過，每人每月提供60乘次免費搭乘新北市、台北市聯營公車及半價搭乘捷運補助。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999、(02)2960-3456轉3732
傳真：(02)2965-0149","申請人應自行檢附之文件：
一、敬老卡：
(ㄧ)敬老卡、愛心卡、愛心陪伴卡申請表。
(二)身分證正反面影2份。
(三)最近3個月內照片2張。
二、愛心卡：
(ㄧ)敬老卡、愛心卡、愛心陪伴卡申表。
(二)最近3個月內照片2張。
三、愛心陪伴卡：
*敬老卡、愛心卡、愛心陪伴卡申請表。


系統代為查調，申請人免自行檢附之文件：
*身心障礙手冊或證明(需以身分證字號代為查調)。。","新北市各區公所臨櫃或郵寄辦理。","由公所郵寄或自領，由公所視申請人需求而定。","計18天(區公所暨悠遊卡公司：18天)","繳付與否：製卡費:1、初次申請由市府負擔。 2、補發申請由申請人自行負擔，新臺幣100元。","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022035"
"敬老、愛心及愛心陪伴悠遊卡","一、服務說明：為提供老人及身心障礙者更快速，更便利的交通服務，並免除其攜帶零錢的困擾，促進其參與社會的機會。
二、申請對象：設籍本市年滿65歲以上之長者或持有身心障礙手冊之市民,經審核通過，每人每月提供60乘次免費搭乘新北市、台北市聯營公車及半價搭乘捷運補助。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999、(02)2960-3456轉3732
傳真：(02)2965-0149","申請人應自行檢附之文件：
一、敬老卡：
(ㄧ)敬老卡、愛心卡、愛心陪伴卡申請表。
(二)身分證正反面影本1份。
(三)最近3個月內1吋彩色正面脫帽照片2張。
二、愛心卡：
(ㄧ)敬老卡、愛心卡、愛心陪伴卡申表。
(二)最近3個月內1吋彩色正面脫帽照片2張。
三、愛心陪伴卡：
(一)敬老卡、愛心卡、愛心陪伴卡申請表。
(二)與愛心卡申請人相同之最近3個月內1吋彩色正面脫帽照片1張。


系統代為查調，申請人免自行檢附之文件：
*身心障礙手冊或證明(需以身分證字號代為查調)。","新北市各區公所臨櫃或郵寄辦理。","由公所郵寄或自領，由公所視申請人需求而定。","計18天(區公所暨悠遊卡公司：18天)","繳付與否：製卡費:1、初次申請由市府負擔。 2、補發申請由申請人自行負擔，新臺幣100元。","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022035"
"新北市公立幼兒園(16時至18時)及非營利幼兒園(17時至19時)辦理課後留園服務","就讀本市公立幼兒園或非營利幼兒園之:
1. 低收入戶
2. 中低收入戶、
3. 家戶年所得30萬以下之5足歲幼兒、
4. 經濟情況特殊幼兒(含身心障礙（含發展遲緩）幼兒、原住民族幼兒及特殊境遇家庭子女等)。","主辦單位:教育局幼兒教育科
承辦人員:劉明橞(附設幼兒園、非營利幼兒園)、李嘉榮(市立幼兒園)
聯絡電話:(02)29603456分機2758、2885","就讀本市公立幼兒園或非營利幼兒園且學齡滿2足歲至入國民小學幼生（含緩讀生）：
一、低收入戶：當年度低收入戶證明書影本。
二、中低收入家庭：當年度中低收入戶證明書影本(不含弱勢兒少證明)。
三、經濟情況特殊幼兒：經本局校務行政系統專案核備(身心障礙（含發展遲緩）幼兒、原住民族幼兒及特殊境遇家庭子女)或本局當年度專案核定公文影本（由貴園認定幼生屬經濟弱勢且有協助之必要者，請儘速提報）。
四、年度家戶年所得新臺幣30萬元以下之5足歲幼兒（依教育部全國幼生管理系統比對資料為準）。但不包括家戶擁有第3筆以上不動產且其公告現值合計超過650萬元，或年利息所得在10萬元以上者。","向幼兒就讀之幼兒園提出申請。
","","","申請時間：每年3月1日至4月15日及9月1日至10月15日。","0",""
"新北市公立幼兒園辦理課後留園服務(18時至19時)","參加公立幼兒園延長(18時至19時)課後留園服務幼生。","主辦單位:教育局幼兒教育科
承辦人員:劉明橞(附設幼兒園、非營利幼兒園)、李嘉榮(市立幼兒園)
聯絡電話:(02)29603456分機2758、2885","無","向幼兒就讀之幼兒園提出申請","","","每學年辦理2次，每學期申請
【延長至晚間7時，本市獨有補助項目】
","0",""
"新北市失業家庭扶助計畫","申請人及其戶內同住扶養人口設籍並實際居住本市且非屬列冊扶助低收入戶，其戶內有18歲以下兒童或少年、65歲以上老人、罹患重大傷病持有證明或領有身心障礙證明、25歲以下仍在學者致無法工作(於國內空中大學、在職班、學分班、僅於假日上課、遠距教學者、博士班、碩士班等學校就讀者除外)，或有其他亟需協助等人口之家庭，該負擔家庭主要生計者因失業(最近3年內)致其家庭陷入困境，具有工作能力且有積極就業意願，已向就業輔導單位登記就業輔導並持有證明，並經由社會工作員評估，具有下列情形之一者：
1.失業未能領取失業救助或給付且無收入，致生活陷於困境之家庭。
2.領取失業給付或職訓生活津貼期間已過仍未紓困，致生活陷於困境。
3.因失業造成經濟性因素而有自殺之虞通報個案，且生活陷於困境。
4.經營事業不善致生活陷於困境。
申請失業家庭扶助之失業者及其家庭除須有上開急難事由，並應符合下列規定：
(1)家庭總收入平均未達當年度每人每月最低生活費2.5倍。
(2)全家人口動產（含股票、投資、存款等）平均每人低於新臺幣15萬元。
(3)全家人口不動產（含土地、房屋等）總值低於新臺幣650萬元。
(4)不符合前述3項規定，但有事實足以證明生活陷困，經社會工作員訪視評估確有救助之必要者。","主辦單位：社會局社會救助科
承辦人員：王良芬
聯絡電話：02-29603456轉5681
傳真：02-29666556
Email：Ai0183@ms.ntpc.gov.tw","申請人應自行檢附之文件：
一、公立就業輔導單位就業登記證明。
二、撥款帳戶之金融機構存摺封面影本及最近三個月內交易紀錄影本。
三、兒童或少年學生證正反面影本(視實際情形提供)。
四、無身心障礙證明者，檢附重大傷病卡(視實際情形提供)。
五、其他相關證明文件影本(視實際情形提供，如：房貸證明、租賃契約、子女教育支出單據、動產/財產/薪資遭強制執行證明文件等)。
六、申請人身分證(查驗後歸還)。

系統代為查調，申請免自行檢附之文件：
一、最近3個月內全家人口(實際共同生活親屬)戶籍謄本。
二、全戶應列計人口最近一年度之綜合所得稅各所得資料、財產歸屬資料、稅籍資料。
三、申請人之勞保加退保明細。
四、身心障礙證明。
五、學籍資料(需提供學校名稱，並限本市高中職以下、全國高中職、大專以上)。","以市話撥打1957福利諮詢專線或親洽新北市政府新希望關懷中心提出通報。","","本案需經社工約訪評估，以資料備齊日後起算30天","","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022248"
"新北市市民意外事故致死救助","申請意外事故致死救助應於死亡發生日(以相驗屍體證明書上所載日期或法院宣告死亡日為準)起六個月內，向亡者戶籍所在地區公所申請。
補助內容:
發放金額：依下列標準給付救助金 (1) 低收入戶：50萬元 (2) 中低收入戶：30萬元 (3) 一般市民：15萬元","新北市各區公所社會課或社會人文課辦理。","申請人應自行檢附之文件：
(一)檢具市民意外救助申請表。
(二)地方法院檢察署相驗屍體證明書。
(三)事故證明(道路交通事故初步分析研判表、起訴書、車輛行車事故鑑定報告及勞工安全衛生檢查所調查報告等)。
(四)意外死亡者之除戶戶籍謄本。
(五)具領人一個月內之全戶戶籍謄本。
(六)共同委任及切結書。
(七)全體具領人及受委任人之印鑑證明。
(八)領款收據。
(九)福利身分證明。
(十)金融帳戶存摺封面影本辦理。

系統代為查調，申請人免自行檢附之文件：
ㄧ、意外死亡者之除戶戶籍謄本。
二、具領人一個月內之全戶戶籍謄本。","向戶籍所在地區公所社會課或社會人文課提出申請。","經公所審查後，通知申請人核定結果。","審核：12日
撥款：審核完畢後，符合資格者7日內撥款","免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022212"
"新北市市民意外事故致死救助","申請意外事故致死救助應於死亡發生日(以相驗屍體證明書上所載日期或法院宣告死亡日為準)起六個月內，向亡者戶籍所在地區公所申請。
補助內容:
發放金額：依下列標準給付救助金 (1) 低收入戶：50萬元 (2) 中低收入戶：30萬元 (3) 一般市民：15萬元","新北市各區公所社會課或社會人文課辦理。","申請人應自行檢附之文件：
(一)檢具市民意外救助申請表。
(二)地方法院檢察署相驗屍體證明書。
(三)事故證明(道路交通事故初步分析研判表、起訴書、車輛行車事故鑑定報告及勞工安全衛生檢查所調查報告等)。
(四)意外死亡者之除戶戶籍謄本。
(五)具領人一個月內之全戶戶籍謄本。
(六)共同委任及切結書。
(七)全體具領人及受委任人之印鑑證明。
(八)領款收據。
(九)福利身分證明。
(十)金融帳戶存摺封面影本辦理。

系統代為查調，申請人免自行檢附之文件：
ㄧ、意外死亡者之除戶戶籍謄本。
二、具領人一個月內之全戶戶籍謄本。","向戶籍所在地區公所社會課或社會人文課提出申請。","經公所審查後，通知申請人核定結果。","審核：12日
撥款：審核完畢後，符合資格者7日內撥款","免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022212"
"新北市民免費電腦課程","設籍、居住或工作於雙北(新北市、臺北市)之16歲以上民眾
","資訊中心
俞慧貞(8889)
AK0810@ntpc.gov.tw
","有照片之身分證明文件，如：身分證、駕照、健保卡
","線上報名（https://ecollege.ntpc.gov.tw）
或
電話報名：1999(新北市境內)或(02)2960-3456分機8585(上班時間08:30~17:30)","開課前1-2天電話或簡訊通知上課
","線上立即申辦
","行動電腦教室，需先填妥申請文件後，於申請上課日期1個月前以電話、傳真或電子郵件提出申請，並與服務人員確認是否已完成申請程序。","0",""
"新北市身心障礙者小型復康巴士服務","（一）第一級，設籍且居住新北市（以下簡稱本市），並符合下列條件之一者：
 1、重度以上之肢體障礙、視覺障礙之身心障礙者。
 2、可乘坐輪椅之植物人。
 3、需乘坐輪椅之下列人士(依實際認定，且障礙等級註記中度以上者)：
（1）中度以上肢體障礙者或含中度以上肢體障礙之多重障礙者。
（2）經中央衛生主管機關認定，因罕見疾病而致身心功能障礙者。
 4、經本府長期照顧管理中心評估通過為重度失能之下列人士：
（1）65歲以上者。
（2）55歲以上之山地原住民。
（3）50歲以上之身心障礙者。
（二）第二級，設籍且居住本市，並符合下列條件之一者：
 1、需乘坐輪椅證明之身心障礙者(依實際認定)。
 2、經本府長期照顧管理中心評估通過為中度失能之下列人士：
（1）65歲以上者。
（2）55歲以上之山地原住民。
（3）50歲以上之身心障礙者。
（三）第三級，本市除前兩級別之身心障礙者或其他非設籍本市，並符合下列條件者：
 重度以上之肢體障礙、視覺障礙之身心障礙者。","姓名:賴千華
電話:(02)29603456#6916
e-mail:AJ9973@ntpc.gov.tw
傳真:(02)29661543
復康巴士第1營運中心：(02)22573688
復康巴士第2營運中心：(02)77464168
","一、所需文件：
1、身分與設籍地點資料文件。
2、聯絡人或聯絡方式。
3、身心障礙手冊正反面影本。
4、本府長期照顧管理中心開具之評估失能量表文件
詳情請於復康巴士網站查閱或請電洽營運中心","傳真復康巴士營運中心驗證應備證件後，於復康巴士營運中心網站上預約或電話洽復康巴士營運中心預約。
第1營運中心：
網站位址：http://bus.eden.org.tw/taipeicounty.htm
預約專線：(02)2257-3688
臨時專線：(02)2257-8388
傳真專線：(02)2253-9199
客訴專線：0800-880001
第2營運中心：
網站位址：http://www.ycbus.org.tw/
訂車專線:(02)8258-3200
傳真專線: (02)8258-7277
申訴專線: 0800-227799,(02)2706-2686#221","","","","0",""
"新北市身心障礙者樂活大學","領有身心障礙手冊或證明之年滿18歲以上之身心障礙者。
","主辦單位：社會局身心障礙福利科
承辦人員：鍾宇廷
聯絡電話：本市境內1999、(02)2960-3456轉3619
承辦單位：新北市身心障礙者樂活大學各分校
","一、繳交學員資料卡。（身心障礙手冊或證明黏貼於資料卡上。）
二、設籍本市，每季每名身心障礙者報名費不超過新臺幣300元整，中低收入戶及領有身心障礙生活補助者報名費折半，低收入戶免費。
三、設籍外縣市，每季每名身心障礙者報名費新臺幣500元整，不得享有優惠減免。","約每年2月、8月至各分校報名，惟額滿為止。
","自行至各分校上課
","隨到隨辦
","報名請洽各分校
","0",""
"新北市協助民間推動都市更新補助","為協助民間都市更新團體之運作與順利推動都市更新事業，於各階段可申請之補助項目與費用如下：
(一)都市更新事業概要階段：
都市更新事業概要核准後，私有土地及私有合法建築物所有權人併其所有土地總面積及合法建築物總樓地板面積同意比均超過30%，其補助上限為30萬元。
(二)設立都市更新團體：
都市更新團體經核准設立其補助上限為50萬元。
(三)都市更新事業計畫與權利變換計畫階段：
經核定發佈實施之都市更新事業計畫與權利變換計畫其補助上限各為100萬元。","姓名:林昱嘉
電話:29506206分機505
e-mail:ad3945@ms.ntpc.gov.tw
傳真:29506556","(一)都市更新事業概要階段：
檢具申請書、都市更新事業概要核准函、統一發票、收據或合格之原始憑證及領據。
(二)都市更新團體籌組與立案階段：
1.核准籌組：
檢具申請書、都市更新團體籌組核准函、統一發票、收據或合格之原始憑證及領據可申請補助經費之40%。
2.核准立案：
檢具申請書、立案證書、統一發票、收據或合格之原始憑證及領據可申請補助經費之60%。
(三)都市更新事業計畫與權利變換計畫階段：
檢具申請書、都市更新事業計畫或權利變換計畫核准函、統一發票、收據或合格之原始憑證及領據。
","(一)申請都市更新事業概要經核准，且載明實施者為都市更新團體者，其申請人。(二)依都市更新條例第十五條經核准設立之都市更新團體。","","","http://www.uro.ntpc.gov.tw/_file/2991/SG/45651/D4000000299
1000000_4.html
","0",""
"新北市政府補助低收入戶及中低收入戶垃圾清除處理費","於該年度9月30日前屬本府社會局核可之『低收入戶』、『中低收入戶』、『中低收入身心障礙』、『中低收入弱勢兒少』及『中低收入老人』。","新北市政府環境保護局
承辦人員:蔡宛儒
連絡電話:(1).0800-085-350 (2).(02)2953-2111分機4022
","身分證明文件(代領者攜帶受補助者身分證明文件)
一、 發放對象本人應攜帶物品: 
1. 個人身分證  
2.印章(本人可以現場簽名代替)
二、受委託代領人應攜帶物品: 
1.委託人及受託人身份證 
2.委託人及受託人印章(受託人印章可以現場簽名代替)
3.如委託代領者未成年，或因故無法取得身分證，則需攜帶戶口名簿等相關足以佐証身分之資料。","主動提供","主動通知符合資格者依通知之時間至指定地點領取。","105年自11月14日(一)起至106年1月20日(五)止發放，106年預計11月底發放。","","0",""
"新北市政府辦理分期繳納積欠市有不動產租金及使用補償金措施","新北市政府辦理分期繳納積欠市有不動產租金及使用補償金實施要點第二點規定略以:「本市有不動產承租人、占用人因無力一次繳清欠費，如符合下列資格，得申請分期繳納之：（一）低收入戶者。…..」新北市政府辦理分期繳納積欠市有不動產租金及使用補償金實施要點第二點規定略以:「本市有不動產承租人、占用人因無力一次繳清欠費，如符合下列資格，得申請分期繳納之：（一）低收入戶者。…..」
第三點規定略以:「...前項申請分期繳納之欠費，應按年利率百分之二點五計收利息。但符合下列各款情形之一，得免計收：
（一）申請人資格符合第二點第一款至第四款規定者。...」","承辦人:陳宜靜
聯絡電話:02-29603456分機8337
Email:ab5237@ms.ntpc.gov.tw","申請人申請分期繳納欠費時，應檢附下列文件：
（一）申請書。
（二）身分證明文件
（三）本票
（四）符合資格證明文件","民眾申請","","","","0",""
"新北市政府辦理低收入戶及中低收入戶傷病住院看護費用補助","案件說明：申請人向戶籍所在地之區公所提出申請，由區公所審查並將核定結果函復民眾。
一、申請對象：設籍新北市（以下簡稱為本市）且符合下列規定之一之傷、病患者，於住院治療期間經醫生診斷證明須僱用專人看護，且無親屬或親屬無法看護者，得申請住院看護費用補助：
（一）本市列冊之低收入戶。
（二）本市列冊之中低收入戶，單月自行負擔看護費用累計超過新臺幣3萬元或最近3個月累計超過5萬元以上者。
※前項住院治療期間，不含入住各類具有加護或隔離性質之病房。
※申請第看謢補助所僱用看護員，如為民法第一千一百十四條規定之親屬；或受補助對象經機構收容，並由機構看護員或服務人員看護者，不予補助。","承辦人員：各公所承辦人員
聯絡資訊：吳淑美 
電話總機：02-29603456轉5682
傳真：02-29666556   
","申請人應備文件：
(一)新北市政府辦理低收入戶及中低收入戶傷病住院看護費用補助申請查定表。
(二)診斷證明書正本一份，其應載明入、出院之時間及註明須僱請專人看護；如有入住各類具有加護或隔離性質之病房，應註明入住期間。
(三)僱請看護服務證明書一份（其應由醫療院所之醫生、護理師或社工員蓋章證明）。
(四)看護費用收據正本（其應載明看護日期、時間起迄、收費標準及照顧服務員基本資料）。
(五)照顧服務員身分證及結業證書或領有勞動部核發之單一級照顧服務員技術士證。
(六)具領人金融機構存摺封面影本一份。
(七)無親屬或親屬無法看護之切結書。
(八)如具領人非受補助對象，應檢附受補助人所開立之切結書。
(九)領據：具領人如為機構填寫領據(機構)一份。具領人如為一般民眾填寫領據(一般民眾)一份。
(十)新北市政府查調戶籍資料申請授權書一份。
(十一)申請人身分證(查驗後歸還)。
系統代為查調，申請人免自行檢附之文件：
最近三個月內之全戶戶籍謄本。
","符合規定之補助對象，應於看護契約消滅日起3個月內向戶籍所在地之區公所提出申請。","","","","0",""
"新北市政府辦理原住民購置自有住宅補助","至戶籍所在地區公所辦理申請,並填寫申請書及切結書表
申請對象：設籍本市年滿二十歲,首次購屋且為房屋所有權人之原住民（房屋所有權登記須為一年以上未滿五年）","主辦單位：原住民族行政局社會福利科
承辦人員：白雪芬
聯絡電話：1999或02-29603456#3963
Email：AQ3172@ms.ntpc.gov.tw","申請人應自行檢附之文件：
ㄧ、新北市政府○○年度辦理原住民購置自用住宅補助申請書。
二、切結書。","申請人親至或郵寄戶籍所在地之區公所辦理","直接撥付帳戶(發文告知)","區公所初審15天
原住民行政局複審10天
共25天","1.繳付與否：免費申請
2.每戶補助新臺幣12萬元
3.依本要點申請補助,經本府複審合格後,按區公所受理日之順序核發,至當年度預算用罄為止","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=003005"
"新北市政府辦理原住民購置自有住宅補助","至戶籍所在地區公所辦理申請,並填寫申請書及切結書表
申請對象：設籍本市年滿二十歲,首次購屋且為房屋所有權人之原住民（房屋所有權登記須為一年以上未滿五年）","主辦單位：原住民族行政局社會福利科
承辦人員：白雪芬
聯絡電話：1999或02-29603456#3963
Email：AQ3172@ms.ntpc.gov.tw","申請人應自行檢附之文件：
ㄧ、新北市政府○○年度辦理原住民購置自用住宅補助申請書。
二、切結書。","申請人親至或郵寄戶籍所在地之區公所辦理","直接撥付帳戶(發文告知)","區公所初審15天
原住民行政局複審10天
共25天","1.繳付與否：免費申請
2.每戶補助新臺幣12萬元
3.依本要點申請補助,經本府複審合格後,按區公所受理日之順序核發,至當年度預算用罄為止","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=003005"
"新北市原住民住宅出租申請","一、申請資格：
具有原住民族身分，且設籍於新北市，並符合下列條件之一： 
(一)本府列冊之河海濱聚落拆遷戶。
(二)無自有住宅之低收入戶、中低收入戶。
(三)雖未具低收入戶或中低收入戶，惟無自有住宅者。
(四)其他因天然災害或特殊事由，經本局訪視評估認定有安置之必要者。
二、審查標準：
(一)每人每月平均收入不得超過當年度最低生活費用2倍。
(二)全戶人口之現金(含存款本金、利息)、有價證券及投資合計不得逾新臺幣250萬元。
(三)全戶土地及房屋公告現值不得超過新臺幣525萬元。
(四)戶內人口不得於本市登記有自有住宅。","主辦單位：原住民族行政局社會福利科
承辦人員：潘宣羽
聯絡電話：1999或(02)29603456分機3961
Email：AI1341@ms.ntpc.gov.tw","一、申請表
二、申請人全戶戶口名簿影本或戶籍謄本1份。
三、低收入戶或中低收入戶證明書影本1份（無證明書者，則提供當年度全戶綜合所得稅各類所得資料清單及全戶財產歸屬資料清單）。
四、如申請人戶內人口有下列情形之一者，於檢附證明文件後，得不計列家庭人口所得：
(一)應徵（召）集入營服兵役或替代役現役（義務役）。
(二)在學學生證明。
(三)入獄服刑、因案羈押或依法拘禁。
(四)領有身心障礙手冊及證明。
(五)失蹤達6個月以上經向警察機關報案協尋未獲者。","郵寄或親送本府原民局登記桌掛號","一、申請案由本府原民局登記桌掛號，並於7日內逐一完成審查作業，符合前項規定者，以函通知候租順序。
二、審查結果將公告於本局資訊網站，如遇空屋即函知候租戶看屋時間。
","","依本府原住民族行政局公告出租時間為主
","0",""
"新北市原住民族部落大學","1.辦理原住民族語言及文化、公民法治暨國際事務培育學程、產業經濟、資訊傳播、性別平等教育、親職教育、健康照護等七大學程之課程。
2.招生對象：年滿16歲以上居住本市之原住民族或具高度學習原住民族文化之本市市民為優先（親職學程課程之年齡不包含在內，非親職學程之班級，如有16歲以下仍極具學習熱忱之學員，經報本局核准後，使可報名之）。
3.輔導學員學習方式：
(1)為鼓勵及提升學員向學培養良好學習風氣為目的，於學期末頒發全勤獎、熱心服務獎、精神獎各獎狀乙紙。
(2)部落大學每學期需修習36小時課程（2學分），缺課未逾6小時，且修畢該學期課程後，由本局頒發結業證書。
","主辦單位：原住民族行政局教育文化科
承辦人員：石蔚雯
聯絡電話：本市境內1999或(02)29603456分機3977
傳真：(02)29601121
Email：AH8657@ntpc.gov.tw","報名各項課程後，需繳交學員基本資料表(含大頭照2吋乙張、身分證正反面影本)至各分班負責人
","利用電話、傳真、Email報名
","1.申請期限：自各分班開班2周內，申請人應自行檢附文件，親送至各分班負責人，由分班負責人統一收齊後繳至本局。
2.繳交文件：學員基本資料表(含大頭照2吋乙張、身分證正反面影本)及報名保證金200元。""
","各分班開課後2周內
","","0",""
"新北市國中七年級女生免費子宮頸癌疫苗接種","為了幫助青少女子能及早獲得保護力並遠離子宮頸癌的威脅，本市提供設籍或就讀本市之國中七年級女生免費接種子宮頸癌疫苗。","承辦人員：健康管理科卓靜宜
連絡電話：(02)2257-7155分機1760
《疫苗諮詢專線》02-2252-7799","通知單、戶口名簿正本、健保卡","持證件至新北市各區衛生所、市立聯合醫院或合約醫療院所電話預約，並於截止日前接種。","","接種期間","","0",""
"新北市婦女大學","年滿18歲至58歲以下(民國48年1月1日以後出生者)設籍本市之婦女或與本市市民結婚之新住民。","主辦單位：新北市政府社會局社區發展與婦女福利科
承辦人員：洪珮珊
聯絡電話：本市境內1999、02-2960-3456轉3638
承辦單位：新北市婦女大學各分校","一、填寫學員資料卡，並繳交二吋半身照片兩張。
二、繳驗身分證正本，並檢附身分證正反面影本一份。
三、繳交報名費新臺幣1,000元(低收入戶及特殊境遇婦女得憑證明免收學費)。
","約每年8月至各分校報名，惟額滿為止。
","隨到隨辦

","報名請洽各分校
","","0",""
